"trait","beta","a","d","aa","ad","dd"
"a",1.35,1.310322777,NA,NA,NA,NA
"a",0.885,0.747674542,NA,NA,NA,NA
"a / a",NA,0.105343954,NA,NA,NA,NA
"a / a",NA,-5.300767541,NA,3.181145478,3.011649521,NA
"a * a",NA,16.57147568,NA,NA,NA,NA
"a + a",NA,2.07181602,NA,NA,NA,NA
"a - a",NA,0.573098685,NA,NA,NA,NA
"a - a",NA,-0.573098685,NA,NA,NA,NA
"a",0.089690546,0.089612201,NA,NA,NA,NA
"a",0.13,0.121208147,NA,NA,-0.123888389,NA
"a / a",NA,0.041941497,NA,-0.002731176,NA,NA
"a / a",NA,63.79565174,484.0227384,82.24218738,-255.7338304,-322.9331311
"a * a",NA,0.193187793,NA,NA,NA,NA
"a + a",NA,0.210928007,NA,NA,-0.12180618,NA
"a - a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a",8.65,8.615768014,NA,NA,NA,NA
"a",4.95,5.04160669,NA,NA,NA,NA
"a / a",NA,0.26940381,NA,-0.03453127,NA,NA
"a / a",NA,5.061291574,149.6890499,41.6598428,-61.28674279,-99.98844336
"a * a",NA,280.24982,NA,36.25910668,NA,NA
"a + a",NA,13.66775708,NA,NA,NA,NA
"a - a",NA,3.600710934,NA,NA,NA,NA
"a - a",NA,-3.600710934,NA,NA,NA,NA
"a",0.545,0.536463985,NA,NA,0.129021002,NA
"a",0.065,0.072668051,NA,NA,NA,NA
"a / a",NA,0.637951248,NA,NA,NA,NA
"a / a",NA,-0.03017195,NA,NA,NA,NA
"a * a",NA,0.315872425,NA,NA,0.075468632,NA
"a + a",NA,0.606264095,NA,NA,0.133493514,NA
"a - a",NA,0.469353621,NA,NA,0.115482107,NA
"a - a",NA,-0.469353621,NA,NA,-0.115482107,NA
"a",0.215,0.220373066,NA,NA,NA,NA
"a",0.0345,0.026733432,NA,0.033397473,NA,NA
"a / a",NA,0.097618872,NA,-0.037633791,NA,NA
"a / a",NA,-0.094496784,NA,0.043418039,0.053121986,NA
"a * a",NA,0.503916039,NA,NA,NA,NA
"a + a",NA,0.252213015,NA,NA,NA,NA
"a - a",NA,0.200146246,NA,-0.064964478,-0.078539721,NA
"a - a",NA,-0.200146246,NA,0.064964478,0.078539721,NA
"a",6.5,NA,NA,NA,NA,NA
"a",16.6,16.55338473,NA,NA,NA,NA
"a / a",NA,16.86306226,NA,-35.86698389,-53.98033143,NA
"a / a",NA,0.077882729,NA,NA,NA,-0.002307213
"a * a",NA,3529.739896,NA,NA,NA,NA
"a + a",NA,19.38050294,NA,NA,NA,NA
"a - a",NA,-13.73760525,NA,NA,NA,NA
"a - a",NA,13.73760525,NA,NA,NA,NA
"a",5.35,5.507021026,NA,NA,NA,NA
"a",2.435,3.01942646,NA,NA,-0.783758776,NA
"a / a",NA,0.165859455,NA,-0.06318505,NA,NA
"a / a",NA,-0.173415011,NA,0.103008126,NA,NA
"a * a",NA,130.304581,NA,11.59838669,NA,NA
"a + a",NA,8.441922933,NA,NA,NA,NA
"a - a",NA,2.559842975,NA,NA,NA,NA
"a - a",NA,-2.559842975,NA,NA,NA,NA
"a",0.1915,NA,NA,NA,NA,NA
"a",4.565,4.513999295,NA,NA,NA,NA
"a / a",NA,-2.969277513,-3.907897935,1.138909352,3.547523946,2.574166343
"a / a",NA,0.681487051,NA,NA,NA,NA
"a * a",NA,29.78693874,NA,NA,NA,NA
"a + a",NA,4.668061776,NA,NA,NA,NA
"a - a",NA,-4.37451457,NA,NA,NA,NA
"a - a",NA,4.37451457,NA,NA,NA,NA
"a",18.005,17.31045103,NA,NA,NA,NA
"a",0.12,0.118450642,NA,NA,NA,NA
"a / a",NA,-7.835252881,NA,8.640827408,NA,NA
"a / a",NA,0.00013414,NA,NA,NA,NA
"a * a",NA,27.65319942,NA,NA,NA,NA
"a + a",NA,17.42871761,NA,NA,NA,NA
"a - a",NA,17.19218148,NA,NA,NA,NA
"a - a",NA,-17.19218148,NA,NA,NA,NA
"a",0.24,NA,NA,1.301247137,NA,NA
"a",9.25,9.817400198,NA,NA,NA,NA
"a / a",NA,-0.563897824,NA,0.33638316,0.230575412,NA
"a / a",NA,0.494138637,NA,-0.068153168,NA,NA
"a * a",NA,199.3082056,NA,NA,NA,NA
"a + a",NA,9.878318104,NA,NA,NA,NA
"a - a",NA,-9.853800275,NA,1.146542429,NA,NA
"a - a",NA,9.853800275,NA,-1.146542429,NA,NA
"a",15.75,15.86502061,NA,NA,NA,NA
"a",4.815,4.738707153,NA,NA,NA,NA
"a / a",NA,0.13858549,NA,NA,NA,NA
"a / a",NA,-0.063397319,NA,NA,NA,NA
"a * a",NA,1582.461,NA,NA,NA,NA
"a + a",NA,20.68796703,NA,NA,NA,NA
"a - a",NA,11.21172818,NA,NA,NA,NA
"a - a",NA,-11.21172818,NA,NA,NA,NA
"a",2.565,2.681157451,NA,NA,NA,NA
"a",2,1.74658136,NA,NA,NA,NA
"a / a",NA,0.071670796,NA,NA,NA,NA
"a / a",NA,-0.077458703,NA,NA,NA,NA
"a * a",NA,64.62180813,NA,NA,NA,NA
"a + a",NA,4.416154366,NA,NA,NA,NA
"a - a",NA,0.943981609,NA,NA,NA,NA
"a - a",NA,-0.943981609,NA,NA,NA,NA
"a",1.5415,1.511737911,NA,NA,NA,NA
"a",1.625,1.684201209,NA,NA,NA,NA
"a / a",NA,-0.827420729,NA,0.378180625,0.441633147,NA
"a / a",NA,0.124635821,NA,NA,NA,NA
"a * a",NA,19.50418203,NA,1.784846353,NA,NA
"a + a",NA,3.200187072,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a",32.9,32.95737699,NA,NA,NA,NA
"a",8.66,8.579979945,NA,NA,NA,NA
"a / a",NA,0.376926142,NA,-0.198194962,-0.235854632,NA
"a / a",NA,-0.059983842,-0.06920338,NA,0.055107158,NA
"a * a",NA,1376.496124,NA,223.4404712,NA,NA
"a + a",NA,41.47511496,NA,NA,NA,NA
"a - a",NA,24.41632532,NA,NA,NA,NA
"a - a",NA,-24.41632532,NA,NA,NA,NA
"a",46.295,44.34089273,NA,NA,NA,NA
"a",0.981710073,0.982345842,NA,NA,NA,NA
"a / a",NA,158.6613321,-10025.95302,-3056.928795,-3742.631421,6687.98405
"a / a",NA,0.02157865,NA,-0.010780287,-0.007783777,NA
"a * a",NA,53.26856643,NA,42.63487827,NA,NA
"a + a",NA,45.33271964,NA,NA,NA,NA
"a - a",NA,43.35642175,NA,NA,NA,NA
"a - a",NA,-43.35642175,NA,NA,NA,NA
"a",0.365142715,0.363374733,NA,-0.023166818,NA,NA
"a",2.25,2.538568105,NA,NA,NA,NA
"a / a",NA,0.013295017,NA,NA,NA,-0.003557044
"a / a",NA,-18.07744211,NA,8.903510528,NA,NA
"a * a",NA,9.610552416,NA,NA,NA,NA
"a + a",NA,2.900438102,NA,NA,NA,NA
"a - a",NA,-2.176458265,NA,NA,NA,NA
"a - a",NA,2.176458265,NA,NA,NA,NA
"a",0.695,0.552752657,NA,NA,NA,-0.512034019
"a",0.583333333,0.650861603,0.156955655,0.091465486,NA,NA
"a / a",NA,-0.584318254,NA,NA,NA,-0.240936894
"a / a",NA,0.058595721,NA,0.028494653,NA,0.022038013
"a * a",NA,6.49422795,NA,NA,NA,NA
"a + a",NA,1.188125616,NA,NA,NA,NA
"a - a",NA,NA,NA,-0.386311462,NA,-0.629366563
"a - a",NA,NA,NA,0.386311462,NA,0.629366563
"a",2.515,2.219604162,NA,NA,NA,NA
"a",3.25,3.230254731,NA,NA,NA,NA
"a / a",NA,-1.731851688,NA,0.794902182,0.745938421,NA
"a / a",NA,0.118631893,NA,NA,NA,NA
"a * a",NA,85.73951964,NA,12.42892669,NA,NA
"a + a",NA,5.482842335,NA,NA,NA,NA
"a - a",NA,-1.018316122,NA,NA,NA,NA
"a - a",NA,1.018316122,NA,NA,NA,NA
"a",3.113,2.982468221,NA,NA,NA,NA
"a",16.6,16.6441147,NA,NA,NA,NA
"a / a",NA,1.103992081,NA,-2.611476432,-3.26085323,NA
"a / a",NA,1.012427283,NA,-0.197705825,NA,NA
"a * a",NA,280.1960835,NA,48.86404197,NA,NA
"a + a",NA,19.64673492,NA,NA,NA,NA
"a - a",NA,-13.63553443,NA,NA,NA,NA
"a - a",NA,13.63553443,NA,NA,NA,NA
"a",0.135,0.126437223,NA,NA,NA,NA
"a",3.05,3.058435364,NA,NA,NA,NA
"a / a",NA,-0.197647912,NA,0.089270866,NA,NA
"a / a",NA,1.296898784,NA,NA,NA,NA
"a * a",NA,7.004180654,NA,NA,NA,NA
"a + a",NA,3.182872798,NA,NA,NA,NA
"a - a",NA,-2.920839291,NA,NA,NA,NA
"a - a",NA,2.920839291,NA,NA,NA,NA
"a",8.95,7.334735418,NA,NA,2.916764111,NA
"a",0.77,0.760396556,NA,NA,NA,NA
"a / a",NA,-2.888520582,NA,NA,NA,NA
"a / a",NA,0.007748743,NA,NA,NA,NA
"a * a",NA,55.86665115,NA,NA,NA,NA
"a + a",NA,8.098141489,NA,NA,3.005083285,NA
"a - a",NA,6.575077217,NA,NA,2.80269936,NA
"a - a",NA,-6.575077217,NA,NA,-2.80269936,NA
"a",7.485,7.627472919,NA,NA,NA,NA
"a",1.45,1.47414426,NA,NA,-0.085729445,NA
"a / a",NA,-2.881756569,NA,0.517804133,NA,NA
"a / a",NA,0.03809387,0.026195973,NA,-0.013844851,NA
"a * a",NA,37.77924841,NA,12.1933393,-3.196177308,NA
"a + a",NA,9.083170833,NA,NA,NA,NA
"a - a",NA,6.170798702,NA,NA,NA,NA
"a - a",NA,-6.170798702,NA,NA,NA,NA
"a",23.91,24.1857881,NA,NA,NA,NA
"a",6.785,7.315080502,NA,1.315460863,NA,NA
"a / a",NA,0.377691192,NA,-0.138931017,NA,NA
"a / a",NA,-0.199375465,NA,0.107437475,NA,NA
"a * a",NA,1278.521877,NA,279.7026935,NA,NA
"a + a",NA,31.56502135,NA,NA,NA,NA
"a - a",NA,16.85991933,NA,NA,NA,NA
"a - a",NA,-16.85991933,NA,NA,NA,NA
"a",6.3,6.25368302,NA,NA,NA,NA
"a",3.05,3.052762127,NA,NA,NA,NA
"a / a",NA,-2.970348884,NA,1.445132491,0.878338591,NA
"a / a",NA,0.06075102,NA,NA,NA,NA
"a * a",NA,141.3498719,NA,17.89652934,NA,NA
"a + a",NA,9.352793762,NA,NA,NA,NA
"a - a",NA,3.157024542,NA,NA,NA,NA
"a - a",NA,-3.157024542,NA,NA,NA,NA
"a",17.857145,18.30619885,NA,NA,NA,NA
"a",23,21.25309212,NA,NA,6.933569842,NA
"a / a",NA,0.062564135,NA,NA,NA,NA
"a / a",NA,-0.172055954,NA,NA,NA,NA
"a * a",NA,1805.074654,NA,381.9962856,260.3778703,NA
"a + a",NA,39.09483052,NA,NA,8.448580961,NA
"a - a",NA,-3.757108987,NA,NA,-3.911949999,NA
"a - a",NA,3.757108987,NA,NA,3.911949999,NA
"a",0.12,0.128164791,NA,NA,NA,NA
"a",17.115,16.29287314,NA,-5.05955593,NA,NA
"a / a",NA,-0.001098792,NA,NA,NA,NA
"a / a",NA,4.507496566,NA,NA,NA,NA
"a * a",NA,44.75179086,NA,NA,NA,NA
"a + a",NA,16.42611399,NA,-5.063374056,NA,NA
"a - a",NA,-16.15992964,NA,5.055066565,NA,NA
"a - a",NA,16.15992964,NA,-5.055066565,NA,NA
"a",0.355,0.362216713,NA,NA,NA,NA
"a",6.185,5.365651575,NA,NA,NA,NA
"a / a",NA,0.005057126,0.0012524,NA,NA,-0.000887353
"a / a",NA,-114.0434782,-116.6677559,40.77118439,90.73652541,79.71620527
"a * a",NA,25.65234968,NA,3.072233853,NA,NA
"a + a",NA,5.728237851,NA,NA,NA,NA
"a - a",NA,-5.003109412,NA,NA,NA,NA
"a - a",NA,5.003109412,NA,NA,NA,NA
"a",190.15,194.0912769,NA,NA,NA,NA
"a",19.005,17.89415787,NA,NA,NA,NA
"a / a",NA,2.570103932,NA,-0.894093908,-0.390837996,NA
"a / a",NA,-0.275677494,NA,0.210550661,0.111840423,NA
"a * a",NA,14329.88954,NA,3101.189165,NA,NA
"a + a",NA,212.1504077,NA,NA,NA,NA
"a - a",NA,175.9355269,NA,NA,NA,NA
"a - a",NA,-175.9355269,NA,NA,NA,NA
"a",3.09,2.584275604,NA,NA,NA,NA
"a",10.48,10.82102665,NA,NA,NA,NA
"a / a",NA,-0.859816185,NA,NA,NA,NA
"a / a",NA,0.182208623,NA,NA,NA,NA
"a * a",NA,643.4871534,NA,NA,NA,NA
"a + a",NA,13.52161388,NA,NA,NA,NA
"a - a",NA,-8.354209599,NA,NA,NA,NA
"a - a",NA,8.354209599,NA,NA,NA,NA
"a",0.08,0.078054784,NA,NA,NA,NA
"a",4.58,3.503948646,NA,NA,-1.318515526,NA
"a / a",NA,0.000735802,NA,NA,NA,NA
"a / a",NA,-8.075360308,NA,NA,NA,NA
"a * a",NA,5.979226023,NA,NA,NA,NA
"a + a",NA,3.56929628,NA,NA,NA,NA
"a - a",NA,-3.444908649,NA,NA,1.399526068,NA
"a - a",NA,3.444908649,NA,NA,-1.399526068,NA
"a",34.06476191,33.20686341,NA,NA,NA,NA
"a",1.85,1.85909973,NA,NA,NA,NA
"a / a",NA,1.361902388,NA,NA,NA,NA
"a / a",NA,-0.542407393,NA,0.452939732,NA,NA
"a * a",NA,806.8439785,NA,67.76342387,NA,NA
"a + a",NA,35.13945922,NA,NA,NA,NA
"a - a",NA,31.23895065,NA,NA,NA,NA
"a - a",NA,-31.23895065,NA,NA,NA,NA
"a",1.28,1.131003818,NA,NA,NA,NA
"a",0.365,0.359110236,NA,NA,NA,NA
"a / a",NA,-0.398635833,NA,NA,NA,NA
"a / a",NA,0.0094546,NA,NA,NA,NA
"a * a",NA,11.1002107,NA,NA,NA,NA
"a + a",NA,1.497353498,NA,NA,NA,NA
"a - a",NA,0.709994893,NA,NA,NA,NA
"a - a",NA,-0.709994893,NA,NA,NA,NA
"a",3.095,3.082118916,NA,NA,NA,NA
"a",227.55,222.0066489,NA,NA,32.31643794,NA
"a / a",NA,0.002818557,0.00473266,NA,-0.002403582,-0.0035889
"a / a",NA,-54.34702656,-124.7306908,NA,73.66046797,85.49050148
"a * a",NA,2246.770396,NA,696.394513,NA,NA
"a + a",NA,225.0893572,NA,NA,32.36548979,NA
"a - a",NA,-218.9241767,NA,NA,-32.26314639,NA
"a - a",NA,218.9241767,NA,NA,32.26314639,NA
"a",26.65,26.51343223,NA,NA,NA,-1.964159217
"a",25.285,24.22360207,NA,NA,NA,NA
"a / a",NA,0.137151335,NA,NA,NA,NA
"a / a",NA,-0.867059774,NA,0.360589141,NA,NA
"a * a",NA,4489.735061,NA,362.9976849,NA,NA
"a + a",NA,51.09949002,NA,NA,NA,-4.269333098
"a - a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a",0.0715,0.105293044,NA,NA,NA,NA
"a",2.535,2.008950661,NA,NA,NA,NA
"a / a",NA,NA,NA,NA,NA,NA
"a / a",NA,NA,NA,NA,NA,NA
"a * a",NA,6.567443702,NA,NA,NA,NA
"a + a",NA,2.125202332,NA,NA,NA,NA
"a - a",NA,-1.89011391,NA,NA,NA,NA
"a - a",NA,1.89011391,NA,NA,NA,NA
"a",0.081519778,0.08267916,NA,NA,NA,NA
"a",0.0515,0.054276066,NA,NA,NA,NA
"a / a",NA,0.080295769,NA,NA,NA,NA
"a / a",NA,-9.736285651,NA,5.967361656,NA,NA
"a * a",NA,0.084981368,NA,NA,NA,NA
"a + a",NA,0.13737463,NA,NA,NA,NA
"a - a",NA,0.025894302,NA,NA,NA,NA
"a - a",NA,-0.025894302,NA,NA,NA,NA
"a",8.15,8.292098166,NA,NA,NA,NA
"a",8.65,8.60630121,NA,NA,NA,NA
"a / a",NA,2.96688292,47.03250634,11.21529919,-21.348242,-31.39105672
"a / a",NA,0.386028955,NA,-0.167269043,-0.120090252,NA
"a * a",NA,217.1632944,NA,68.04279673,NA,NA
"a + a",NA,16.87334904,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a",1.073,1.072150284,NA,NA,NA,NA
"a",0.365142715,0.370503155,NA,NA,NA,NA
"a / a",NA,1.194149181,NA,-0.60993602,-0.49846866,NA
"a / a",NA,NA,5.331865781,1.045768444,-2.717297388,-3.560696439
"a * a",NA,1.061299817,NA,0.416210376,-0.081278156,NA
"a + a",NA,1.457892983,NA,NA,-0.088238788,NA
"a - a",NA,0.697450926,NA,NA,NA,NA
"a - a",NA,-0.697450926,NA,NA,NA,NA
"a",4.065,4.265869942,NA,NA,NA,NA
"a",0.9375,0.942201089,NA,0.030431566,NA,NA
"a / a",NA,-75.53098227,NA,74.16055141,NA,NA
"a / a",NA,0.02645097,0.00358328,NA,NA,NA
"a * a",NA,33.72856729,NA,5.688027914,NA,NA
"a + a",NA,5.203230082,NA,NA,NA,NA
"a - a",NA,3.328603095,NA,NA,NA,NA
"a - a",NA,-3.328603095,NA,NA,NA,NA
"a",2.8815,2.826917909,NA,NA,NA,NA
"a",0.413,0.4045362,NA,NA,NA,NA
"a / a",NA,NA,NA,NA,NA,NA
"a / a",NA,NA,NA,NA,NA,NA
"a * a",NA,18.87037845,NA,NA,NA,NA
"a + a",NA,3.236879968,NA,NA,NA,NA
"a - a",NA,2.426920257,NA,NA,NA,NA
"a - a",NA,-2.426920257,NA,NA,NA,NA
"a",10.15,10.30630975,NA,NA,NA,NA
"a",9.33,8.846580375,NA,NA,NA,NA
"a / a",NA,0.083175639,NA,NA,NA,NA
"a / a",NA,-0.116150928,NA,NA,NA,NA
"a * a",NA,490.3168954,NA,104.2095914,NA,NA
"a + a",NA,18.95908817,NA,NA,NA,NA
"a - a",NA,1.393849387,NA,NA,NA,NA
"a - a",NA,-1.393849387,NA,NA,NA,NA
"a",1.35,1.386160176,NA,NA,NA,NA
"a",0.068,0.066244713,NA,NA,NA,NA
"a / a",NA,3.4201835,NA,-1.324499992,NA,NA
"a / a",NA,-0.080925085,NA,0.055902459,0.047501483,NA
"a * a",NA,0.492499604,NA,0.114982934,NA,NA
"a + a",NA,1.452945763,NA,NA,NA,NA
"a - a",NA,1.31852949,NA,NA,NA,NA
"a - a",NA,-1.31852949,NA,NA,NA,NA
"a",8.66,8.599749505,NA,NA,NA,NA
"a",24.1,21.15129101,NA,NA,13.02339145,NA
"a / a",NA,0.032031499,NA,NA,NA,NA
"a / a",NA,-1.792529625,NA,NA,NA,NA
"a * a",NA,1893.198226,NA,NA,578.8477011,NA
"a + a",NA,29.4448022,NA,NA,15.37098904,NA
"a - a",NA,-13.13858245,NA,NA,-9.39136707,NA
"a - a",NA,13.13858245,NA,NA,9.39136707,NA
"a",0.455,0.472418373,NA,NA,NA,NA
"a",0.4,NA,NA,NA,NA,NA
"a / a",NA,0.011941074,NA,NA,NA,NA
"a / a",NA,-6.197099868,NA,NA,NA,NA
"a * a",NA,18.98494784,NA,NA,NA,NA
"a + a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a - a",NA,NA,NA,NA,NA,NA
"a",1.243,1.166230399,NA,NA,NA,NA
"a",10.685,10.15008784,NA,NA,NA,NA
"a / a",NA,-0.028774449,NA,NA,NA,NA
"a / a",NA,0.511860142,NA,NA,NA,NA
"a * a",NA,144.0843087,NA,NA,NA,NA
"a + a",NA,11.34039841,NA,NA,NA,NA
"a - a",NA,-8.942336906,NA,NA,NA,NA
"a - a",NA,8.942336906,NA,NA,NA,NA
"a",24.01,24.27380849,NA,NA,NA,NA
"a",1.625,1.462698426,NA,NA,NA,NA
"a / a",NA,1.67924069,NA,-0.559856794,NA,NA
"a / a",NA,-0.1049749,NA,0.059353059,0.045532694,NA
"a * a",NA,324.4938756,NA,NA,NA,NA
"a + a",NA,25.80306589,NA,NA,NA,NA
"a - a",NA,22.75173522,NA,NA,NA,NA
"a - a",NA,-22.75173522,NA,NA,NA,NA
"a",0.0485,0.059095689,NA,NA,NA,NA
"a",2.5,3.036389823,NA,NA,NA,NA
"a / a",NA,0.000179187,NA,NA,NA,NA
"a / a",NA,-3.122156048,NA,NA,NA,NA
"a * a",NA,11.3521019,NA,NA,NA,NA
"a + a",NA,3.133013686,NA,NA,NA,NA
"a - a",NA,-2.958368237,NA,NA,NA,NA
"a - a",NA,2.958368237,NA,NA,NA,NA
"a",8.8,7.966766137,NA,NA,1.535470548,NA
"a",48.5,44.65870361,NA,NA,NA,NA
"a / a",NA,0.019368399,NA,NA,NA,NA
"a / a",NA,-2.427117148,NA,0.798020135,NA,NA
"a * a",NA,2535.705646,NA,NA,875.389238,NA
"a + a",NA,52.4093078,NA,NA,NA,NA
"a - a",NA,-36.7171649,NA,NA,NA,NA
"a - a",NA,36.7171649,NA,NA,NA,NA
"a",2.545,2.941823577,NA,NA,NA,NA
"a",9.45,10.51608213,NA,NA,NA,NA
"a / a",NA,-0.063389396,NA,NA,NA,NA
"a / a",NA,0.139668838,NA,NA,NA,NA
"a * a",NA,652.1262295,NA,NA,NA,NA
"a + a",NA,13.33067839,NA,NA,NA,NA
"a - a",NA,-7.739800381,NA,NA,NA,NA
"a - a",NA,7.739800381,NA,NA,NA,NA
"a",0.1185,0.076790506,NA,NA,NA,-0.186837855
"a",6.4,6.466324634,NA,NA,NA,NA
"a / a",NA,-0.324041958,NA,0.259904419,NA,NA
"a / a",NA,2.135771642,NA,NA,NA,NA
"a * a",NA,19.53684323,NA,NA,NA,-2.485375812
"a + a",NA,6.549757196,NA,NA,NA,-0.221888306
"a - a",NA,-6.381943689,NA,NA,NA,NA
"a - a",NA,6.381943689,NA,NA,NA,NA
"a",45.15,42.12104916,NA,NA,NA,NA
"a",0.3451287,0.339212242,NA,NA,0.032940784,NA
"a / a",NA,-341.977624,NA,217.9582898,145.507976,NA
"a / a",NA,0.00140573,NA,-0.00034118,NA,NA
"a * a",NA,79.13796304,NA,16.64044421,NA,NA
"a + a",NA,42.46458721,NA,NA,NA,NA
"a - a",NA,41.77756415,NA,NA,NA,NA
"a - a",NA,-41.77756415,NA,NA,NA,NA
"a",1.78125,1.808240411,NA,-0.564638062,NA,0.895024282
"a",0.1435,0.14678195,NA,NA,NA,NA
"a / a",NA,-5.755216224,NA,NA,NA,NA
"a / a",NA,0.009461383,NA,NA,NA,NA
"a * a",NA,1.531879027,-0.402145438,NA,NA,0.275934952
"a + a",NA,1.953057304,NA,-0.598659614,NA,0.945233834
"a - a",NA,1.663309538,NA,-0.521868322,NA,NA
"a - a",NA,-1.663309538,NA,0.521868322,NA,NA
"a",0.413,0.374081214,NA,NA,NA,NA
"a",4.26,4.296457156,NA,NA,NA,NA
"a / a",NA,-0.700290968,NA,0.536725211,NA,NA
"a / a",NA,1.130352124,NA,-0.113707562,NA,NA
"a * a",NA,16.32985666,-1.169612961,NA,NA,NA
"a + a",NA,4.657942543,NA,NA,NA,NA
"a - a",NA,-3.925830056,NA,NA,NA,NA
"a - a",NA,3.925830056,NA,NA,NA,NA
"a",8.95,8.17571573,NA,NA,NA,NA
"a",0.0425,0.046172344,NA,NA,NA,NA
"a / a",NA,6.095689404,NA,NA,NA,NA
"a / a",NA,-0.002486549,NA,NA,NA,NA
"a * a",NA,9.421417971,NA,NA,3.486650448,NA
"a + a",NA,8.213723267,NA,NA,NA,NA
"a - a",NA,8.137215943,NA,NA,NA,NA
"a - a",NA,-8.137215943,NA,NA,NA,NA
"a",11.35,12.48824285,NA,NA,NA,NA
"a",0.0425,0.044011404,NA,NA,NA,NA
"a / a",NA,10.46939537,NA,NA,NA,NA
"a / a",NA,-0.003526877,NA,0.001226232,NA,NA
"a * a",NA,14.23251617,NA,NA,NA,NA
"a + a",NA,12.54344563,NA,NA,NA,NA
"a - a",NA,12.43268747,NA,NA,NA,NA
"a - a",NA,-12.43268747,NA,NA,NA,NA
"a",102.375,116.6365375,NA,NA,NA,NA
"a",0.036666667,0.094624582,NA,NA,NA,NA
"a / a",NA,47.18549884,NA,NA,NA,NA
"a / a",NA,-0.000898694,NA,0.000205828,NA,NA
"a * a",NA,278.3487946,NA,NA,NA,NA
"a + a",NA,116.7303359,NA,NA,NA,NA
"a - a",NA,116.5427481,NA,NA,NA,NA
"a - a",NA,-116.5427481,NA,NA,NA,NA
"a",15.033,16.7428637,NA,NA,NA,NA
"a",1.14,1.266957603,NA,NA,-0.501967181,NA
"a / a",NA,-0.793350628,NA,NA,NA,NA
"a / a",NA,0.002692557,NA,NA,NA,NA
"a * a",NA,249.3982086,NA,NA,NA,NA
"a + a",NA,17.96529743,NA,NA,NA,NA
"a - a",NA,15.50883521,NA,NA,NA,NA
"a - a",NA,-15.50883521,NA,NA,NA,NA
"a",42.5,44.06315237,NA,NA,-12.96116958,NA
"a",7.8,8.378462078,NA,NA,NA,NA
"a / a",NA,0.157221284,NA,NA,NA,NA
"a / a",NA,-0.011868484,NA,NA,NA,NA
"a * a",NA,3799.731823,NA,NA,NA,NA
"a + a",NA,52.47009735,NA,NA,-12.6188464,NA
"a - a",NA,35.41566183,NA,NA,-11.97606913,NA
"a - a",NA,-35.41566183,NA,NA,11.97606913,NA
"a",0.264,0.254510969,NA,NA,NA,NA
"a",1.215,1.223422613,NA,NA,NA,NA
"a / a",NA,0.01008513,NA,-0.000906002,0.001584696,NA
"a / a",NA,-21.46535906,NA,11.11511365,NA,NA
"a * a",NA,6.390811917,NA,NA,NA,NA
"a + a",NA,1.482039428,NA,NA,NA,NA
"a - a",NA,-0.965508093,NA,NA,NA,NA
"a - a",NA,0.965508093,NA,NA,NA,NA
"a",0.63,0.61513951,NA,NA,NA,NA
"a",15.075,15.08889727,NA,NA,NA,-0.379919784
"a / a",NA,NA,NA,0.694422864,NA,NA
"a / a",NA,1.595706353,NA,-0.225737563,NA,NA
"a * a",NA,143.2150587,NA,7.275433267,NA,NA
"a + a",NA,15.71972682,NA,NA,NA,NA
"a - a",NA,-14.47710108,NA,NA,NA,NA
"a - a",NA,14.47710108,NA,NA,NA,NA
"a",1.875,1.984323837,NA,NA,NA,NA
"a",8.60665,8.516418402,NA,NA,NA,NA
"a / a",NA,-1.786416457,NA,1.334337101,NA,NA
"a / a",NA,0.58785505,0.15416501,NA,NA,-0.116287041
"a * a",NA,123.3231008,NA,16.80455335,NA,NA
"a + a",NA,10.46916211,NA,NA,NA,NA
"a - a",NA,-6.509808147,NA,NA,NA,NA
"a - a",NA,6.509808147,NA,NA,NA,NA
"a",7.225,7.316709835,NA,NA,NA,NA
"a",1.12,1.127846041,NA,NA,NA,NA
"a / a",NA,-1.237698463,NA,NA,NA,NA
"a / a",NA,0.014255671,NA,NA,NA,NA
"a * a",NA,35.42936421,NA,8.863401417,NA,NA
"a + a",NA,8.464508091,NA,NA,NA,NA
"a - a",NA,6.177338561,NA,NA,NA,NA
"a - a",NA,-6.177338561,NA,NA,NA,NA
"a",0.05625,0.055262246,NA,NA,NA,NA
"a",1.365,1.092747351,NA,NA,1.10448554,NA
"a / a",NA,NA,NA,NA,NA,NA
"a / a",NA,NA,NA,NA,NA,NA
"a * a",NA,1.038858043,NA,NA,0.613286007,NA
"a + a",NA,1.146234525,NA,NA,1.132771006,NA
"a - a",NA,-1.039305568,NA,NA,-1.075171952,NA
"a - a",NA,1.039305568,NA,NA,1.075171952,NA
"a",5.225,5.310053937,NA,NA,NA,-0.750894149
"a",0.581,0.493181524,NA,NA,NA,NA
"a / a",NA,0.44692172,NA,NA,NA,NA
"a / a",NA,-0.124999404,NA,NA,NA,NA
"a * a",NA,58.54789924,NA,NA,12.86930136,-6.966493284
"a + a",NA,5.684768092,NA,NA,0.980485371,-0.705092982
